"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"1113","Not too happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1114","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1115","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1116","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1117","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1118","Very happy","VERY HAPPY","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1119","Not too happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1120","Pretty happy","VERY HAPPY","Good","Worse","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1121","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1122","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"1123","Pretty happy","PRETTY HAPPY","Excellent","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1124","Very happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1125","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1126","Pretty happy","VERY HAPPY","Fair","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1127","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1128","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1129","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1130","Not too happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1131","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1132","Pretty happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1133","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1134","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1135","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1136","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1137","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1138","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1139","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1140","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1141","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1142","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1143","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1144","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1145","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1146","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1147","Not too happy","VERY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1148","Very happy","PRETTY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1149","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1150","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1151","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1152","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1153","Not too happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1154","Pretty happy","PRETTY HAPPY","Fair","Worse","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1155","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1156","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1157","Pretty happy","VERY HAPPY","Excellent","Worse","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1158","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1159","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1160","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1161","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1162","Not too happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$3 000 TO 3 999","0 to 9 999"
"1163","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1164","Not too happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1165","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1166","Not too happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1167","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1168","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1169","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$12500 TO 14999","10 000 to 19 999"
"1170","Pretty happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1171","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1172","Very happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1173","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1174","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1175","Very happy","VERY HAPPY","Excellent",".s:  Skipped on Web","Pretty well satisfied","$17500 TO 19999","10 000 to 19 999"
"1176","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1177","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1178","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1179","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1180","Pretty happy","NOT TOO HAPPY","Poor","Worse","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"1181","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1182","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"1183","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1184","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1185","Not too happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1186","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1187","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1188","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1189","Very happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"1190","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1191","Not too happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1192","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1193","Pretty happy","NOT TOO HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1194","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1195","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1196","Very happy","VERY HAPPY","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1197","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1198","Very happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1199","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1200","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1201","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1202","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1203","Very happy","VERY HAPPY","Fair","Better","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1204","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1205","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1206","Very happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$6 000 TO 6 999","0 to 9 999"
"1207","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1208","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1209","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1210","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1211","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$22500 TO 24999","20 000 to 39 999"
"1212","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1213","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1214","Pretty happy","VERY HAPPY","Good","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1215","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1216","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1217","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1218","Very happy","VERY HAPPY","Fair","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1219","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1220","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1221","Very happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1222","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1223","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1224","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1225","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1226","Not too happy","NOT TOO HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1227","Pretty happy","VERY HAPPY","Good","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1228","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1229","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1230","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1231","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1232","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1233","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1234","Very happy","VERY HAPPY","Fair","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1235","Pretty happy","VERY HAPPY","Excellent","Worse","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1236","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$5 000 TO 5 999","0 to 9 999"
"1237","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1238","Very happy","VERY HAPPY","Fair","Stayed same","Not satisfied at all","UNDER $1 000","0 to 9 999"
"1239","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1240","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1241","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1242","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1243","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1244","Very happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1245","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1246","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1247","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1248","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1249","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1250","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$3 000 TO 3 999","0 to 9 999"
"1251","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1252","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1253","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1254","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1255","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1256","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
