"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"2769","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2770","Very happy","VERY HAPPY","Poor","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"2771","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2772","Pretty happy","NOT TOO HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2773","Not too happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2774","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2775","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2776","Not too happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","UNDER $1 000","0 to 9 999"
"2777","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"2778","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2779","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2780","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2781","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2782","Not too happy","PRETTY HAPPY","Poor","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2783","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"2784","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2785","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2786","Pretty happy","PRETTY HAPPY","Poor","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2787","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2788","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2789","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$6 000 TO 6 999","0 to 9 999"
"2790","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2791","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2792","Very happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2793","Very happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2794","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2795","Pretty happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2796","Not too happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2797","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2798","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2799","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"2800","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2801","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2802","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2803","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2804","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2805","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2806","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2807","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2808","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2809","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2810","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"2811","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2812","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2813","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2814","Not too happy","NOT TOO HAPPY","Fair","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"2815","Not too happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2816","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2817","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"2818","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2819","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"2820","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2821","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2822","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"2823","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2824","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2825","Not too happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2826","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$3 000 TO 3 999","0 to 9 999"
"2827","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"2828","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2829","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2830","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","UNDER $1 000","0 to 9 999"
"2831","Very happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","UNDER $1 000","0 to 9 999"
"2832","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2833","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"2834","Not too happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2835","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2836","Not too happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2837","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2838","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2839","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2840","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2841","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2842","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2843","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2844","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2845","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","UNDER $1 000","0 to 9 999"
"2846","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2847","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2848","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2849","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2850","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2851","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2852","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2853","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$17500 TO 19999","10 000 to 19 999"
"2854","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2855","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"2856","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2857","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"2858","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2859","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2860","Not too happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"2861","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2862","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2863","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2864","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$5 000 TO 5 999","0 to 9 999"
"2865","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2866","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2867","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"2868","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2869","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2870","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2871","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2872","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2873","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2874","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2875","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"2876","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"2877","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2878","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2879","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2880","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"2881","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"2882","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"2883","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","UNDER $1 000","0 to 9 999"
"2884","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"2885","Very happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2886","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2887","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"2888","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2889","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","UNDER $1 000","0 to 9 999"
"2890","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"2891","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2892","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2893","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2894","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2895","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2896","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2897","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2898","Not too happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"2899","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"2900","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2901","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"2902","Very happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"2903","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2904","Very happy","VERY HAPPY","Good","Better","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"2905","Very happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"2906","Not too happy","VERY HAPPY","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2907","Not too happy","VERY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2908","Pretty happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
